id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4,OC,MH,MH-UTI,Utirik Island,yes,K03N,UTK,03N
6924,07FA,small_airport,Ocean Reef Club Airport,25.3253994,-80.27480316,8,NA,US,US-FL,Key Largo,no,07FA,OCA,07FA
7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305,NA,US,US-AK,Pilot Station,yes,,PQS,0AK
7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980,NA,US,US-CO,Crested Butte,no,0CO2,CSE,0CO2
7545,0TE7,small_airport,LBJ Ranch Airport,30.25180054,-98.62249756,1515,NA,US,US-TX,Johnson City,no,0TE7,JCY,0TE7
7830,13MA,closed,Metropolitan Airport,42.22330093,-72.31140137,418,NA,US,US-MA,Palmer,no,,PMX,
7866,13Z,seaplane_base,Loring Seaplane Base,55.60129929,-131.6369934,0,NA,US,US-AK,Loring,no,13Z,WLR,13Z
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12,NA,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A
7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0,NA,US,US-AK,Port Alice,no,16K,PTC,16K
8126,19AK,small_airport,Icy Bay Airport,59.96900177,-141.6620026,50,NA,US,US-AK,Icy Bay,no,19AK,ICY,19AK
8159,19P,seaplane_base,Port Protection Seaplane Base,56.3288002,-133.6100006,0,NA,US,US-AK,Port Protection,yes,19P,PPV,19P
8383,1KC,small_airport,Kalakaket Creek AS Airport,64.4166257,-156.8203926,1598,NA,US,US-AK,Kalakaket Creek,no,1KC,KKK,1KC
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258,NA,US,US-CA,Dunsmuir,no,KMHS,MHS,1O6
8753,1XA2,small_airport,Chase Field Industrial Airport,28.362444,-97.661917,190,NA,US,US-TX,Beeville,no,,NIR,TX2
8774,1Z1,small_airport,Grand Canyon Bar Ten Airstrip,36.259701,-113.231003,4100,NA,US,US-AZ,Littlefield,no,,GCT,1Z1
8775,1Z9,seaplane_base,Ellamar Seaplane Base,60.893818,-146.704038,0,NA,US,US-AK,Ellamar,no,,ELW,1Z9
9287,2AK,small_airport,Lime Village Airport,61.35910034,-155.4400024,552,NA,US,US-AK,Lime Village,no,2AK,LVD,2AK
9294,2AK6,small_airport,Hog River Airport,66.2161026,-155.6690063,534,NA,US,US-AK,Hogatza,no,2AK6,HGZ,2AK6
20770,2IG4,small_airport,Ed-Air Airport,38.85139847,-87.49970245,426,NA,US,US-IN,Oaktown,no,KI20,OTN,I20
9485,2K5,small_airport,Telida Airport,63.39390182,-153.2689972,650,NA,US,US-AK,Telida,no,2K5,TLF,2K5
9776,2TE0,small_airport,Eagle Air Park,28.98220062,-95.57969666,15,NA,US,US-TX,Brazoria,no,2TE0,BZT,2TE0
9902,2Z1,seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,0,NA,US,US-AK,Entrance Island,no,,HBH,
9906,2Z6,seaplane_base,False Island Seaplane Base,57.53219986,-135.2129974,,NA,US,US-AK,False Island,no,2Z6,FAK,2Z6
10309,38WA,small_airport,Blakely Island Airport,48.57899857,-122.8259964,66,NA,US,US-WA,Blakely Island,no,38WA,BYW,38WA
10366,3AK5,small_airport,Drift River Airport,60.58890152,-152.1620026,30,NA,US,US-AK,Kenai,no,3AK5,DRF,3AK5
10532,3IS8,small_airport,Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,808,NA,US,US-IL,Bradford,no,3IS8,BDF,3IS8
10856,3VS,small_airport,Roy Otten Memorial Airfield,38.42779922,-92.87519836,1030,NA,US,US-MO,Versailles,no,3VS,VRS,3VS
10905,3Z8,seaplane_base,Golden Horn Lodge Seaplane Base,59.74700165,-158.875,91,NA,US,US-AK,Golden Horn Lodge,no,3Z8,GDH,3Z8
11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272995,17,NA,US,US-AK,Atmautluak,yes,,ATT,4A2
11320,4AK,small_airport,Livengood Camp Airport,65.467,-148.6534,425,NA,US,US-AK,Livengood,no,4AK,LIV,4AK
11485,4K0,small_airport,Pedro Bay Airport,59.78960037,-154.1239929,45,NA,US,US-AK,Pedro Bay,no,4K0,PDB,4K0
11487,4K5,small_airport,Ouzinkie Airport,57.925362,-152.496715,55,NA,US,US-AK,Ouzinkie,yes,,KOZ,4K5
11488,4KA,small_airport,Tununak Airport,60.57550049,-165.2720032,14,NA,US,US-AK,Tununak,no,4KA,TNK,4KA
11728,4TE8,closed,Ben Bruce Memorial Airpark,30.32099915,-94.07350159,44,NA,US,US-TX,Evadale,no,4TE8,EVA,4TE8
11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,NA,US,US-AK,Hyder,yes,,WHD,4Z7
11900,51Z,small_airport,Minto Al Wright Airport,65.1437,-149.369995,460,NA,US,US-AK,Minto,no,,MNT,51Z
12114,57A,seaplane_base,Tokeen Seaplane Base,55.93709946,-133.3269959,,NA,US,US-AK,Tokeen,no,57A,TKI,57A
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004,-158.6179962,66,NA,US,US-AK,Aleknagik,yes,5A8,WKK,5A8
12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,NA,US,US-AK,Ketchikan,yes,,WFB,5KE
12560,5NK,small_airport,Naknek Airport,58.73289871,-157.0200043,70,NA,US,US-AK,Naknek,no,,NNK,5NK
12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.55479813,-155.7769928,36,NA,US,US-AK,Katmai National Park,no,5Z9,BKF,5Z9
12995,65LA,small_airport,Southern Seaplane Airport,29.86610031,-90.02220154,,NA,US,US-LA,Belle Chasse,no,65LA,BCS,65LA
13208,6CA3,heliport,Catalina Air-Sea Terminal Heliport,33.74919891,-118.2750015,5,NA,US,US-CA,San Pedro,no,6CA3,SPQ,6CA3
13405,6N5,heliport,East 34th Street Heliport,40.74259949,-73.9720993,10,NA,US,US-NY,New York,yes,6N5,TSS,6N5
13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.734001,-73.9729,,NA,US,US-NY,New York,yes,,QNY,6N7
13485,6OK6,small_airport,Earl Henry Airport,36.79589844,-97.31700134,1054,NA,US,US-OK,Blackwell,no,6OK6,BWL,6OK6
13974,78K,seaplane_base,Yes Bay Lodge Seaplane Base,55.91630173,-131.8009949,,NA,US,US-AK,Yes Bay,no,78K,WYB,78K
13997,78WA,small_airport,Center Island Airport,48.49010086,-122.8320007,115,NA,US,US-WA,Center Island,no,78WA,CWS,78WA
14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62,NA,US,US-AK,Tatitlek,yes,PAKA,TEK,7KA
14270,7NC2,small_airport,Pine Island Airport,36.25350189,-75.78849792,16,NA,US,US-NC,Corolla,no,7NC2,DUF,7NC2
14453,7WA5,small_airport,Stuart Island Airpark,48.67290115,-123.1760025,10,NA,US,US-WA,Friday Harbor,no,7WA5,SSW,7WA5
14559,82CL,small_airport,Fort Bragg Airport,39.47430038,-123.7959976,71,NA,US,US-CA,Fort Bragg,no,82CL,FOB,82CL
14620,83Q,seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.73400116,-122.6470032,0,NA,US,US-WA,Poulsbo,no,83Q,PUL,83Q
14633,84CL,heliport,Century City Heliport,34.06079865,-118.4179993,473,NA,US,US-CA,Los Angeles,no,84CL,CCD,84CL
14642,84K,seaplane_base,Meyers Chuck Seaplane Base,55.73960114,-132.2550049,0,NA,US,US-AK,Meyers Chuck,no,84K,WMK,84K
19113,89NY,small_airport,Maxson Airfield,44.312002,-75.90034,340,NA,US,US-NY,Alexandria Bay,no,89NY,AXB,89NY
15267,8XS8,small_airport,Reese Airpark,33.59030151,-102.0370026,3338,NA,US,US-TX,Lubbock,no,8XS8,REE,8XS8
15300,90WA,small_airport,Waldron Airstrip,48.71179962,-123.0179977,140,NA,US,US-WA,Eastsound,no,90WA,WDN,90WA
15514,96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,0,NA,US,US-AK,Whale Pass,no,,WWP,96Z
15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244,NA,US,US-AK,Chuathbaluk,yes,PACH,CHU,9A3
15641,9A8,small_airport,Ugashik Airport,57.5279007,-157.3990021,25,NA,US,US-AK,Ugashik,no,,UGS,9A8
15656,9B1,closed,Marlboro Airport,42.343201,-71.509002,285,NA,US,US-MA,Marlboro,no,,MXG,
15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.85900116,-75.29959869,0,NA,US,US-PA,Essington,no,9N2,PSQ,9N2
16069,9Z8,small_airport,Levelock Airport,59.12810135,-156.8589935,39,NA,US,US-AK,Levelock,yes,,KLL,9Z8
16074,A23,seaplane_base,Saginaw Seaplane Base,56.88629913,-134.1580048,0,NA,US,US-AK,Saginaw Bay,no,A23,SGW,A23
16082,A61,small_airport,Tuntutuliak Airport,60.33530045,-162.6670074,16,NA,US,US-AK,Tuntutuliak,no,A61,WTL,A61
16083,A63,small_airport,Twin Hills Airport,59.07559967,-160.272995,82,NA,US,US-AK,Twin Hills,no,A63,TWA,A63
16089,A79,small_airport,Chignik Lake Airport,56.25500107,-158.7749939,50,NA,US,US-AK,Chignik Lake,yes,A79,KCQ,A79
324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,no,,AAD,
301645,ABP,small_airport,Atkamba Airport,-6.065555556,141.0952778,150,OC,PG,PG-WPD,Atkamba Mission,no,,ABP,AKA
321987,ABW,closed,Abau Airport,-10.1956,148.7389,10,OC,PG,PG-CPM,Abau,no,,ABW,
41025,ACM,small_airport,Arica Airport,-2.145437336,-71.75806046,316,NA,CO,CO-AMA,Arica,no,,ACM,
41841,AD-ALV,heliport,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511174,1.533551,3450,EU,AD,AD-08,Escaldes-Engordany,no,,ALV,
301695,ADC,small_airport,Andakombe Airport,-7.137222222,145.7447222,3600,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,ADK
309426,ADV,small_airport,El Daein Airport,11.4023,26.1186,1560,AF,SD,SD-DE,El Daein,no,,ADV,
313546,AE-0006,seaplane_base,Jebel Ali Seaplane Base,24.988967,55.023796,0,AS,AE,AE-DU,Jebel Ali,no,,DJH,
300307,AEE,small_airport,Adareil Airport,10.05361111,32.95944444,1301,AF,SS,SS-23,Adar,no,HJAR,AEE,
299319,AEK,small_airport,Aseki Airport,-7.350804856,146.1938667,4106,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,ASE
330359,AEQ,small_airport,Ar Horqin Airport,43.87042,120.15958,1335,AS,CN,CN-15,Chifeng,no,,AEQ,
332240,AF-0005,medium_airport,Khost International Airport,33.33340073,69.95200348,4204,AS,AF,AF-KHO,Khost,no,OAKS,KHT,
35364,AF10,small_airport,Orūzgān Airport,32.90299988,66.63089752,6725,AS,AF,AF-ORU,Orūzgān,no,OARG,URZ,
35365,AF11,small_airport,Salerno Airport,33.36380005,69.95610046,3780,AS,AF,AF-KHO,Khost,no,OASL,OLR,
309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95,AS,LK,LK-5,Ampara,no,,AFK,
301665,AFR,small_airport,Afore Airstrip,-9.142222222,148.3908333,2500,OC,PG,PG-NPP,,no,AYAF,AFR,AFE
301649,AGAF,small_airport,Afutara Aerodrome,-9.191388889,160.9486111,23,OC,SB,SB-ML,Bila,yes,AGAF,AFT,
302290,AGAR,small_airport,Ulawa Airport,-9.860543583,161.9795465,40,OC,SB,SB-MK,Arona,no,AGAR,RNA,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,
32570,AGBA,small_airport,Barakoma Airport,-7.912779808,156.7059937,,OC,SB,SB-WE,Barakoma,no,AGBA,VEV,
31524,AGEV,small_airport,Geva Airport,-7.575829983,156.5970001,,OC,SB,SB-WE,Liangia,no,AGEV,GEF,
301650,AGG,small_airport,Angoram Airport,-4.055833333,144.0738889,75,OC,PG,PG-ESW,Angoram,no,,AGG,ANG
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.30222222,159.7983333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,
3,AGGH,large_airport,Honiara International Airport,-9.42800045,160.0549927,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,
31885,AGGI,small_airport,Babanakira Airport,-9.74750042,159.8390045,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,
301837,AGGJ,small_airport,Avu Avu Airport,-9.868333333,160.4105556,25,OC,SB,SB-GU,,no,AGGJ,AVU,
31686,AGGK,small_airport,Ngorangora Airport,-10.44970036,161.897995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972,165.7949982,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,
4,AGGM,medium_airport,Munda Airport,-8.327969551,157.2630005,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,
31563,AGGN,small_airport,Nusatupe Airport,-8.097780228,156.8639984,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,
31932,AGGO,small_airport,Mono Airport,-7.416940212,155.5650024,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,
32174,AGGP,small_airport,Parasi Airport,-9.641670227,161.4250031,,OC,SB,SB-ML,Parasi,no,AGGP,PRS,
299315,AGGQ,closed,Ontong Java Atoll Airstrip,-5.515,159.5277778,10,OC,SB,SB-ML,Ontong Java Atoll,no,AGGQ,OTV,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.53390026,160.0630035,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,
30989,AGGS,small_airport,Sege Airport,-8.578889847,157.8760071,,OC,SB,SB-WE,Sege,no,AGGS,EGM,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,
32238,AGGU,small_airport,Marau Airport,-9.86166954,160.8249969,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,
32564,AGGV,small_airport,Suavanao Airport,-7.585559845,158.7310028,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,
301651,AGK,small_airport,Kagua Airport,-6.396388889,143.8536111,5350,OC,PG,PG-SHM,Kagua,no,,AGK,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,
310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32,OC,SB,SB-WE,Kolombangara Island,no,AGKU,KUE,
308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52,OC,SB,SB-ML,Kwailabesi,no,AGKW,KWS,
301652,AGL,small_airport,Wanigela Airport,-9.3375,149.1555556,53,OC,PG,PG-NPP,,no,AYWG,AGL,WGL
310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60,OC,SB,SB-MK,Star Harbor,no,AGNA,NAZ,
35168,AGOK,small_airport,Gatokae Aerodrome,-8.739167,158.203056,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,
32211,AGRC,small_airport,Ringi Cove Airport,-8.126390457,157.1430054,,OC,SB,SB-WE,Ringi Cove,no,AGRC,RIN,
35170,AGRM,small_airport,Ramata Airport,-8.168060303,157.6430054,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,
306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.1491667,3,OC,SB,SB-CE,Tulaghi Island,no,AGTI,TLG,
314491,AGY,small_airport,Argyle Downs Airport,-16.514,128.9245,407,OC,AU,AU-WA,Argyle Downs,no,,AGY,
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Aba,no,ZUHY,AHJ,
299324,AHY,small_airport,Ambatolhy Airport,-20.01583333,45.535,340,AF,MG,MG-U,Ambatolahy,no,,AHY,
46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AIO
301654,AIH,small_airport,Aiambak Airport,-7.342777778,141.2675,90,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AMB
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,
16108,AK13,small_airport,Chena Hot Springs Airport,65.05180359,-146.0469971,1195,NA,US,US-AK,Chena Hot Springs,no,AK13,CEX,AK13
16120,AK26,small_airport,Solomon State Field,64.5605,-164.4457,25,NA,US,US-AK,Solomon,no,AK26,SOL,AK26
16125,AK33,small_airport,Herendeen Bay Airport,55.80139923,-160.8990021,20,NA,US,US-AK,Herendeen Bay,no,AK33,HED,AK33
16141,AK49,small_airport,Taylor Airport,65.6792984,-164.798996,440,NA,US,US-AK,Taylor,no,AK49,TWE,AK49
16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.96319962,-158.477005,304,NA,US,US-AK,Tikchik,no,AK56,KTH,AK56
16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,0,NA,US,US-AK,Tuxekan Island,no,AK62,NKI,AK62
16165,AK71,small_airport,Point Lonely Short Range Radar Site Airfield,70.91069794,-153.2420044,17,NA,US,US-AK,Point Lonely,no,PALN,LNI,AK71
16169,AK75,small_airport,Candle 2 Airport,65.90769959,-161.9259949,15,NA,US,US-AK,Candle,no,AK75,CDL,AK75
16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715004,-153.8150024,,NA,US,US-AK,Amook Bay,yes,AK81,AOS,AK81
16188,AK97,small_airport,Boswell Bay Airport,60.42309952,-146.1459961,230,NA,US,US-AK,Boswell Bay,no,AK97,BSW,AK97
301754,AKM,small_airport,Zakuoma Airport,10.89027778,19.81722222,1370,AF,TD,TD-SA,ZaKouma,no,,AKM,
16262,AL73,small_airport,Sharpe Field,32.4919014,-85.77559662,253,NA,US,US-AL,Tuskegee,no,AL73,TGE,AL73
16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995018,-154.2480011,,NA,US,US-AK,Lazy Bay,no,,ALZ,ALZ
45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71,NA,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,83550
301755,AME,small_airport,Alto Molocue Airport,-15.61027778,37.68138889,1950,AF,MZ,MZ-Q,Alto Molocue,no,,AME,
301676,AMF,small_airport,Ama Airport,-4.101111111,141.67,145,OC,PG,PG-ESW,,no,AYAA,AMF,AMA
343858,AMG,closed,Amboin Airstrip,-4.605642,143.485308,87,OC,PG,PG-ESW,Amboin,no,,AMG,
301689,AMU,small_airport,Amanab Airport,-3.586,141.2143333,1307,OC,PG,PG-SAN,Amanab,no,AYAM,AMU,ANA
301758,AMY,small_airport,Ambatomainty Airport,-17.68666667,45.62388889,1025,AF,MG,MG-M,,no,,AMY,
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,
312361,ANZ,small_airport,Angus Downs Airport,-25.0325,132.2748,1724,OC,AU,AU-NT,Angus Downs Station,no,,ANZ,
35325,AO-0001,small_airport,Catoca Airport,-9.430985,20.311478,3498,AF,AO,AO-LSU,Saurimo,no,,CTV,
43971,AO-0005,small_airport,Andulo Airport,-11.47229958,16.71089935,,AF,AO,AO-BIE,Andulo,no,,ANL,
30840,AO-CNZ,small_airport,Cangamba Airport,-13.7106,19.861099,3894,AF,AO,AO-MOX,Cangamba,no,,CNZ,
43323,AO-DRC,small_airport,Dirico Airport,-17.98192406,20.76806068,3504,AF,AO,AO-CCU,Dirico,no,,DRC,
43325,AO-GGC,small_airport,Lumbala Airport,-12.63987732,22.5868206,3510,AF,AO,AO-MOX,Lumbala,no,,GGC,
43324,AO-JMB,small_airport,Jamba Airport,-14.6981926,16.07014847,4912,AF,AO,AO-HUA,Jamba,no,,JMB,
43322,AO-KNP,small_airport,Capanda Airport,-9.769370079,15.4553194,3366,AF,AO,AO-MAL,Capanda,no,FNCP,KNP,
43326,AO-NDF,small_airport,N'dalatando Airport,-9.275188446,14.97724247,2684,AF,AO,AO-CNO,N'dalatando,no,,NDF,
313771,AOA,closed,Aroa Airport,-9.0254,146.8,20,OC,PG,PG-CPM,Agevairu,no,,AOA,
301705,AOB,small_airport,Annanberg Airport,-4.904166667,144.6358333,130,OC,PG,PG-MPM,,no,,AOB,ANB
312362,AOD,small_airport,Abou-Deïa Airport,11.4773,19.2874,1592,AF,TD,TD-SA,Abou-Deïa,no,,AOD,
301727,APP,small_airport,Asapa Airport,-8.979166667,148.1036111,1930,OC,PG,PG-NPP,,no,,APP,APA
301706,APR,small_airport,April River Airport,-4.676666667,142.5401389,220,OC,PG,PG-ESW,April River,no,AYPE,APR,APR
42221,AQ-0002,small_airport,Troll Airfield,-71.95714,2.45257,4167,AN,AQ,AQ-U-A,Troll Station,no,AT27,QET,
16294,AQY,small_airport,Girdwood Airport,60.966099,-149.126007,150,NA,US,US-AK,Girdwood,no,,AQY,AQY
35399,AR-0005,small_airport,Bragado Airport,-35.144,-60.4803,196,SA,AR,AR-B,Bragado,no,SA2X,QRF,BRA
35401,AR-0007,small_airport,Caleta Olivia Airport,-46.43180084,-67.51860046,37,SA,AR,AR-Z,Caleta Olivia,no,,CVI,CAO
35403,AR-0009,small_airport,Charata Airport,-27.2164,-61.2103,318,SA,AR,AR-H,Charata,no,,CNT,CHA
35404,AR-0010,small_airport,General Villegas Airport,-35,-63,383,SA,AR,AR-B,General Villegas,no,,VGS,GAS
35405,AR-0011,small_airport,Los Menucos Airport,-40.817699,-68.074699,2571,SA,AR,AR-R,Los Menucos,no,,LMD,MCO
35409,AR-0015,closed,Saenz Peña Airport,-26.81579971,-60.44829941,20,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,,SZQ,
35412,AR-0017,small_airport,Valcheta Airport,-40.70000076,-66.15000153,629,SA,AR,AR-R,Valcheta,no,,VCF,VAL
39021,AR-0346,small_airport,Sunchales Aeroclub Airport,-30.9575,-61.5283,299,SA,AR,AR-S,Sunchales,no,SAFS,NCJ,SCA
42812,AR-0390,small_airport,Carmen de Patagones Airport,-40.7781,-62.9803,131,SA,AR,AR-B,Carmen de Patagones,no,SA3R,CPG,PAT
42884,AR-0462,small_airport,Termal Airport,-26.753611,-60.492222,308,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,SARS,PRQ,PSP
46645,AR-0494,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877,SA,AR,AR-U,Sarmiento,no,,OLN,STO
301707,ARP,small_airport,Aragip Airport,-9.883333333,149.4833333,1750,OC,PG,PG-MBA,,no,,ARP,AGP
301832,ARX,closed,Asbury Park Neptune Air Terminal,40.21930556,-74.09083333,95,NA,US,US-NJ,Asbury Park,no,,ARX,
301732,ASZ,small_airport,Asirim Airport,-6.009722222,150.3686111,1050,OC,PG,PG-WBK,,no,,ASZ,ASM
301834,ATN,small_airport,Namatanai Airport,-3.6695,152.438,150,OC,PG,PG-NIK,Namatanai,no,AYNX,ATN,NTI
301672,ATP,small_airport,Aitape Airport,-3.143611111,142.3468056,10,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE
313838,AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,20,OC,AU,AU-QLD,Lady Elliot Island,no,,LYT,
30622,AU-AGW,small_airport,Agnew Airport,-12.14560032,142.1490021,,OC,AU,AU-QLD,Agnew,no,,AGW,
30666,AU-AYD,small_airport,Alroy Downs Airport,-19.29080009,136.0789948,711,OC,AU,AU-NT,Alroy Downs,no,YALD,AYD,
30808,AU-BYX,small_airport,Baniyala Airport,-13.19810009,136.227005,20,OC,AU,AU-NT,Baniyala,no,,BYX,
30841,AU-COB,small_airport,Coolibah Airport,-15.54829979,130.9620056,,OC,AU,AU-NT,Coolibah,no,,COB,
30851,AU-CRJ,small_airport,Coorabie Airport,-31.89439964,132.2960052,,OC,AU,AU-SA,Coorabie,no,,CRJ,
30853,AU-CRY,small_airport,Carlton Hill Airport,-15.50189972,128.5339966,,OC,AU,AU-WA,Carlton Hill,no,,CRY,
30855,AU-CSD,small_airport,Cresswell Downs Airport,-17.94799995,135.9160004,,OC,AU,AU-NT,Cresswell Downs,no,,CSD,
30959,AU-DYM,small_airport,Diamantina Lakes Airport,-23.76169968,141.1450043,,OC,AU,AU-QLD,Diamantina Lakes,no,,DYM,
35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,
31606,AU-HLV,small_airport,Helenvale Airport,-15.6857996,145.2149963,,OC,AU,AU-QLD,Helenvale,no,,HLV,
31723,AU-KBD,small_airport,Kimberley Downs Airport,-17.39780045,124.3550034,,OC,AU,AU-WA,Kimberley Downs,no,,KBD,
31745,AU-KGR,small_airport,Kulgera Airport,-25.84280014,133.2920074,,OC,AU,AU-NT,Kulgera,no,,KGR,
31995,AU-MYO,small_airport,Camballin Airport,-18.12470055,124.2720032,,OC,AU,AU-WA,Myroodah,no,,MYO,
32109,AU-OKB,small_airport,Orchid Beach Airport,-24.95940018,153.3150024,71,OC,AU,AU-QLD,Orchid Beach,no,YORC,OKB,YORC
32152,AU-PEP,small_airport,Peppimenarti Airport,-14.14420033,130.0910034,83,OC,AU,AU-NT,Peppimenarti,no,,PEP,YPEP
32201,AU-RDA,small_airport,Rockhampton Downs Airport,-18.95330048,135.201004,,OC,AU,AU-NT,Rockhampton Downs,no,,RDA,
32384,AU-SSK,small_airport,Sturt Creek Airport,-19.16640091,128.173996,,OC,AU,AU-WA,Sturt Creek,no,,SSK,
32401,AU-SWB,small_airport,Shaw River Airport,-21.51029968,119.3619995,,OC,AU,AU-WA,Shaw River,no,,SWB,
32474,AU-TPR,small_airport,Tom Price Airport,-22.74600029,117.8690033,2300,OC,AU,AU-WA,Tom Price,no,YTMP,TPR,
32486,AU-TWP,small_airport,Torwood Airport,-17.36330032,143.75,,OC,AU,AU-QLD,Torwood,no,,TWP,
32752,AU-ZVG,small_airport,Springvale Airport,-17.78689957,127.6699982,,OC,AU,AU-WA,Springvale,no,,ZVG,
301735,AUI,small_airport,Aua Island Airport,-1.460555556,143.0647222,4,OC,PG,PG-MRL,Aua Island,no,AYND,AUI,AUA
301693,AUJ,small_airport,Ambunti Airport,-4.215666667,142.8231667,50,OC,PG,PG-ESW,Ambunti,no,AYAT,AUJ,AMI
301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200,OC,PG,PG-MBA,,no,AYAG,AUP,AUN
301737,AUV,small_airport,Aumo Airport,-5.731111111,148.4452778,450,OC,PG,PG-WBK,Aumo,no,AYUM,AUV,AUMO
